payment_id,application_id,payment_number,due_date,payment_date,amount_due,amount_paid,payment_status,payment_completeness
PAY005020,CUST00223,16,2025-02-04,2025-02-07,299.92,286.66,Late,Partial
PAY005021,CUST00223,17,2025-03-04,2025-03-07,299.92,308.1,Late,Complete
PAY005022,CUST00223,18,2025-04-04,2025-04-05,299.92,295.7,Late,Partial
PAY005023,CUST00223,19,2025-05-04,2025-05-02,299.92,300.54,On Time,Complete
PAY005024,CUST00223,20,2025-06-04,2025-06-05,299.92,297.72,Late,Partial
PAY005025,CUST00223,21,2025-07-04,2025-07-06,299.92,289.91,Late,Partial
PAY005026,CUST00223,22,2025-08-04,2025-08-03,299.92,297.34,On Time,Partial
PAY005027,CUST00223,23,2025-09-04,2025-09-03,299.92,308.99,On Time,Complete
PAY005028,CUST00223,24,2025-10-04,2025-10-02,299.92,303.01,On Time,Complete
PAY005029,CUST00224,1,2024-11-24,2024-11-25,711.87,729.57,Late,Complete
PAY005030,CUST00224,2,2024-12-24,2024-12-25,711.87,742.31,Late,Complete
PAY005031,CUST00224,3,2025-01-24,2025-01-26,711.87,694.16,Late,Partial
PAY005032,CUST00224,4,2025-02-24,2025-02-24,711.87,743.49,On Time,Complete
PAY005033,CUST00224,5,2025-03-24,2025-03-25,711.87,696.64,Late,Partial
PAY005034,CUST00224,6,2025-04-24,2025-04-27,711.87,742.77,Late,Complete
PAY005035,CUST00224,7,2025-05-24,2025-05-22,711.87,679.12,On Time,Partial
PAY005036,CUST00224,8,2025-06-24,2025-06-26,711.87,701.11,Late,Partial
PAY005037,CUST00224,9,2025-07-24,2025-07-23,711.87,737.35,On Time,Complete
PAY005038,CUST00224,10,2025-08-24,2025-08-23,711.87,678.15,On Time,Partial
PAY005039,CUST00224,11,2025-09-24,2025-09-22,711.87,707.75,On Time,Partial
PAY005040,CUST00224,12,2025-10-24,2025-10-22,711.87,737.08,On Time,Complete
PAY005041,CUST00224,13,2025-11-24,2025-11-24,711.87,691.76,On Time,Partial
PAY005042,CUST00224,14,2025-12-24,2025-12-28,711.87,705.18,Late,Partial
PAY005043,CUST00224,15,2026-01-24,2026-01-25,711.87,718.93,Late,Complete
PAY005044,CUST00224,16,2026-02-24,2026-02-27,711.87,701.3,Late,Partial
PAY005045,CUST00224,17,2026-03-24,2026-03-23,711.87,702.92,On Time,Partial
PAY005046,CUST00224,18,2026-04-24,2026-04-27,711.87,742.34,Late,Complete
PAY005047,CUST00224,19,2026-05-24,2026-05-25,711.87,692.86,Late,Partial
PAY005048,CUST00224,20,2026-06-24,2026-06-24,711.87,746.32,On Time,Complete
PAY005049,CUST00224,21,2026-07-24,2026-07-28,711.87,676.67,Late,Partial
PAY005050,CUST00224,22,2026-08-24,2026-08-25,711.87,711.9,Late,Complete
PAY005051,CUST00224,23,2026-09-24,2026-09-25,711.87,724.86,Late,Complete
PAY005052,CUST00224,24,2026-10-24,2026-10-25,711.87,702.38,Late,Partial
PAY005053,CUST00225,1,2024-10-19,2024-10-23,2768.0,2699.71,Late,Partial
PAY005054,CUST00225,2,2024-11-19,2024-11-19,2768.0,2635.24,On Time,Partial
PAY005055,CUST00225,3,2024-12-19,2024-12-18,2768.0,2877.75,On Time,Complete
PAY005056,CUST00225,4,2025-01-19,2025-01-19,2768.0,2826.98,On Time,Complete
PAY005057,CUST00225,5,2025-02-19,2025-02-21,2768.0,2881.36,Late,Complete
PAY005058,CUST00225,6,2025-03-19,2025-03-22,2768.0,2746.36,Late,Partial
PAY005059,CUST00225,7,2025-04-19,2025-04-21,2768.0,2839.96,Late,Complete
PAY005060,CUST00225,8,2025-05-19,2025-05-20,2768.0,2797.81,Late,Complete
PAY005061,CUST00225,9,2025-06-19,2025-06-22,2768.0,2785.43,Late,Complete
PAY005062,CUST00225,10,2025-07-19,2025-07-17,2768.0,2786.05,On Time,Complete
PAY005063,CUST00225,11,2025-08-19,2025-08-17,2768.0,2670.56,On Time,Partial
PAY005064,CUST00225,12,2025-09-19,2025-09-18,2768.0,2730.91,On Time,Partial
PAY005065,CUST00225,13,2025-10-19,2025-10-18,2768.0,2717.77,On Time,Partial
PAY005066,CUST00225,14,2025-11-19,2025-11-19,2768.0,2714.4,On Time,Partial
PAY005067,CUST00225,15,2025-12-19,2025-12-20,2768.0,2654.32,Late,Partial
PAY005068,CUST00225,16,2026-01-19,2026-01-23,2768.0,2795.72,Late,Complete
PAY005069,CUST00225,17,2026-02-19,2026-02-20,2768.0,2630.0,Late,Partial
PAY005070,CUST00225,18,2026-03-19,2026-03-22,2768.0,2751.36,Late,Partial
PAY005071,CUST00225,19,2026-04-19,2026-04-23,2768.0,2655.17,Late,Partial
PAY005072,CUST00225,20,2026-05-19,2026-05-20,2768.0,2661.11,Late,Partial
PAY005073,CUST00225,21,2026-06-19,2026-06-17,2768.0,2888.34,On Time,Complete
PAY005074,CUST00225,22,2026-07-19,2026-07-17,2768.0,2756.96,On Time,Partial
PAY005075,CUST00225,23,2026-08-19,2026-08-19,2768.0,2663.74,On Time,Partial
PAY005076,CUST00225,24,2026-09-19,2026-09-19,2768.0,2754.79,On Time,Partial
PAY005077,CUST00226,1,2023-08-10,2023-08-12,671.27,696.79,Late,Complete
PAY005078,CUST00226,2,2023-09-10,2023-09-13,671.27,665.8,Late,Partial
PAY005079,CUST00226,3,2023-10-10,2023-10-14,671.27,673.24,Late,Complete
PAY005080,CUST00226,4,2023-11-10,2023-11-08,671.27,675.96,On Time,Complete
PAY005081,CUST00226,5,2023-12-10,2023-12-10,671.27,691.43,On Time,Complete
PAY005082,CUST00226,6,2024-01-10,2024-01-10,671.27,659.48,On Time,Partial
PAY005083,CUST00226,7,2024-02-10,2024-02-11,671.27,665.96,Late,Partial
PAY005084,CUST00226,8,2024-03-10,2024-03-14,671.27,656.11,Late,Partial
PAY005085,CUST00226,9,2024-04-10,2024-04-08,671.27,691.37,On Time,Complete
PAY005086,CUST00226,10,2024-05-10,2024-05-13,671.27,687.7,Late,Complete
PAY005087,CUST00226,11,2024-06-10,2024-06-10,671.27,640.79,On Time,Partial
PAY005088,CUST00226,12,2024-07-10,2024-07-14,671.27,666.86,Late,Partial
PAY005089,CUST00226,13,2024-08-10,2024-08-14,671.27,689.22,Late,Complete
PAY005090,CUST00226,14,2024-09-10,2024-09-09,671.27,684.82,On Time,Complete
PAY005091,CUST00226,15,2024-10-10,2024-10-14,671.27,680.94,Late,Complete
PAY005092,CUST00226,16,2024-11-10,2024-11-08,671.27,702.02,On Time,Complete
PAY005093,CUST00226,17,2024-12-10,2024-12-10,671.27,670.31,On Time,Partial
PAY005094,CUST00226,18,2025-01-10,2025-01-09,671.27,691.5,On Time,Complete
PAY005095,CUST00226,19,2025-02-10,2025-02-11,671.27,656.91,Late,Partial
PAY005096,CUST00226,20,2025-03-10,2025-03-13,671.27,651.58,Late,Partial
PAY005097,CUST00226,21,2025-04-10,2025-04-09,671.27,640.46,On Time,Partial
PAY005098,CUST00226,22,2025-05-10,2025-05-13,671.27,641.83,Late,Partial
PAY005099,CUST00226,23,2025-06-10,2025-06-08,671.27,697.66,On Time,Complete
PAY005100,CUST00226,24,2025-07-10,2025-07-08,671.27,655.57,On Time,Partial
PAY005101,CUST00226,25,2025-08-10,2025-08-12,671.27,652.04,Late,Partial
PAY005102,CUST00226,26,2025-09-10,2025-09-09,671.27,687.62,On Time,Complete
PAY005103,CUST00226,27,2025-10-10,2025-10-12,671.27,644.53,Late,Partial
PAY005104,CUST00226,28,2025-11-10,2025-11-11,671.27,650.04,Late,Partial
PAY005105,CUST00226,29,2025-12-10,2025-12-12,671.27,683.37,Late,Complete
PAY005106,CUST00226,30,2026-01-10,2026-01-08,671.27,640.63,On Time,Partial
PAY005107,CUST00226,31,2026-02-10,2026-02-10,671.27,672.58,On Time,Complete
PAY005108,CUST00226,32,2026-03-10,2026-03-12,671.27,662.15,Late,Partial
PAY005109,CUST00226,33,2026-04-10,2026-04-10,671.27,681.67,On Time,Complete
PAY005110,CUST00226,34,2026-05-10,2026-05-10,671.27,648.17,On Time,Partial
PAY005111,CUST00226,35,2026-06-10,2026-06-09,671.27,656.22,On Time,Partial
PAY005112,CUST00226,36,2026-07-10,2026-07-12,671.27,699.44,Late,Complete
PAY005113,CUST00229,1,2023-08-13,2023-08-17,875.65,908.52,Late,Complete
PAY005114,CUST00229,2,2023-09-13,2023-09-15,875.65,853.94,Late,Partial
PAY005115,CUST00229,3,2023-10-13,2023-10-17,875.65,858.51,Late,Partial
PAY005116,CUST00229,4,2023-11-13,2023-11-15,875.65,910.03,Late,Complete
PAY005117,CUST00229,5,2023-12-13,2023-12-11,875.65,862.86,On Time,Partial
PAY005118,CUST00229,6,2024-01-13,2024-01-17,875.65,870.98,Late,Partial
PAY005119,CUST00229,7,2024-02-13,2024-02-17,875.65,890.68,Late,Complete
PAY005120,CUST00229,8,2024-03-13,2024-03-13,875.65,885.66,On Time,Complete
PAY005121,CUST00229,9,2024-04-13,2024-04-13,875.65,903.04,On Time,Complete
PAY005122,CUST00229,10,2024-05-13,2024-05-15,875.65,859.76,Late,Partial
PAY005123,CUST00229,11,2024-06-13,2024-06-16,875.65,847.2,Late,Partial
PAY005124,CUST00229,12,2024-07-13,2024-07-17,875.65,875.87,Late,Complete
PAY005125,CUST00229,13,2024-08-13,2024-08-11,875.65,888.1,On Time,Complete
PAY005126,CUST00229,14,2024-09-13,2024-09-11,875.65,864.07,On Time,Partial
PAY005127,CUST00229,15,2024-10-13,2024-10-14,875.65,917.04,Late,Complete
PAY005128,CUST00229,16,2024-11-13,2024-11-13,875.65,889.1,On Time,Complete
PAY005129,CUST00229,17,2024-12-13,2024-12-14,875.65,903.42,Late,Complete
PAY005130,CUST00229,18,2025-01-13,2025-01-15,875.65,833.72,Late,Partial
PAY005131,CUST00229,19,2025-02-13,2025-02-12,875.65,918.17,On Time,Complete
PAY005132,CUST00229,20,2025-03-13,2025-03-12,875.65,837.6,On Time,Partial
PAY005133,CUST00229,21,2025-04-13,2025-04-11,875.65,883.95,On Time,Complete
PAY005134,CUST00229,22,2025-05-13,2025-05-16,875.65,840.7,Late,Partial
PAY005135,CUST00229,23,2025-06-13,2025-06-17,875.65,858.96,Late,Partial
PAY005136,CUST00229,24,2025-07-13,2025-07-14,875.65,890.53,Late,Complete
PAY005137,CUST00229,25,2025-08-13,2025-08-16,875.65,851.88,Late,Partial
PAY005138,CUST00229,26,2025-09-13,2025-09-11,875.65,841.85,On Time,Partial
PAY005139,CUST00229,27,2025-10-13,2025-10-17,875.65,879.83,Late,Complete
PAY005140,CUST00229,28,2025-11-13,2025-11-16,875.65,867.54,Late,Partial
PAY005141,CUST00229,29,2025-12-13,2025-12-16,875.65,900.3,Late,Complete
PAY005142,CUST00229,30,2026-01-13,2026-01-13,875.65,836.49,On Time,Partial
PAY005143,CUST00229,31,2026-02-13,2026-02-13,875.65,909.23,On Time,Complete
PAY005144,CUST00229,32,2026-03-13,2026-03-15,875.65,834.34,Late,Partial
PAY005145,CUST00229,33,2026-04-13,2026-04-16,875.65,905.21,Late,Complete
PAY005146,CUST00229,34,2026-05-13,2026-05-14,875.65,836.49,Late,Partial
PAY005147,CUST00229,35,2026-06-13,2026-06-17,875.65,842.9,Late,Partial
PAY005148,CUST00229,36,2026-07-13,2026-07-14,875.65,915.03,Late,Complete
PAY005149,CUST00229,37,2026-08-13,2026-08-13,875.65,854.65,On Time,Partial
PAY005150,CUST00229,38,2026-09-13,2026-09-17,875.65,899.61,Late,Complete
PAY005151,CUST00229,39,2026-10-13,2026-10-17,875.65,840.42,Late,Partial
PAY005152,CUST00229,40,2026-11-13,2026-11-11,875.65,900.12,On Time,Complete
PAY005153,CUST00229,41,2026-12-13,2026-12-14,875.65,917.37,Late,Complete
PAY005154,CUST00229,42,2027-01-13,2027-01-12,875.65,859.03,On Time,Partial
PAY005155,CUST00229,43,2027-02-13,2027-02-16,875.65,835.89,Late,Partial
PAY005156,CUST00229,44,2027-03-13,2027-03-15,875.65,857.91,Late,Partial
PAY005157,CUST00229,45,2027-04-13,2027-04-15,875.65,884.26,Late,Complete
PAY005158,CUST00229,46,2027-05-13,2027-05-16,875.65,842.92,Late,Partial
PAY005159,CUST00229,47,2027-06-13,2027-06-14,875.65,849.1,Late,Partial
PAY005160,CUST00229,48,2027-07-13,2027-07-16,875.65,904.87,Late,Complete
PAY005161,CUST00229,49,2027-08-13,2027-08-12,875.65,840.44,On Time,Partial
PAY005162,CUST00229,50,2027-09-13,2027-09-14,875.65,865.52,Late,Partial
PAY005163,CUST00229,51,2027-10-13,2027-10-15,875.65,844.7,Late,Partial
PAY005164,CUST00229,52,2027-11-13,2027-11-17,875.65,880.32,Late,Complete
PAY005165,CUST00229,53,2027-12-13,2027-12-11,875.65,901.07,On Time,Complete
PAY005166,CUST00229,54,2028-01-13,2028-01-13,875.65,867.06,On Time,Partial
PAY005167,CUST00229,55,2028-02-13,2028-02-16,875.65,876.55,Late,Complete
PAY005168,CUST00229,56,2028-03-13,2028-03-15,875.65,860.72,Late,Partial
PAY005169,CUST00229,57,2028-04-13,2028-04-12,875.65,879.38,On Time,Complete
PAY005170,CUST00229,58,2028-05-13,2028-05-14,875.65,873.22,Late,Partial
PAY005171,CUST00229,59,2028-06-13,2028-06-17,875.65,911.0,Late,Complete
PAY005172,CUST00229,60,2028-07-13,2028-07-11,875.65,876.77,On Time,Complete
PAY005173,CUST00231,1,2024-10-25,2024-10-27,1092.19,1046.84,Late,Partial
PAY005174,CUST00231,2,2024-11-25,2024-11-26,1092.19,1085.84,Late,Partial
PAY005175,CUST00231,3,2024-12-25,2024-12-29,1092.19,1054.55,Late,Partial
PAY005176,CUST00231,4,2025-01-25,2025-01-29,1092.19,1136.23,Late,Complete
PAY005177,CUST00231,5,2025-02-25,2025-02-26,1092.19,1086.73,Late,Partial
PAY005178,CUST00231,6,2025-03-25,2025-03-26,1092.19,1130.73,Late,Complete
PAY005179,CUST00231,7,2025-04-25,2025-04-24,1092.19,1119.47,On Time,Complete
PAY005180,CUST00231,8,2025-05-25,2025-05-25,1092.19,1123.31,On Time,Complete
PAY005181,CUST00231,9,2025-06-25,2025-06-25,1092.19,1093.15,On Time,Complete
PAY005182,CUST00231,10,2025-07-25,2025-07-27,1092.19,1110.85,Late,Complete
PAY005183,CUST00231,11,2025-08-25,2025-08-29,1092.19,1079.68,Late,Partial
PAY005184,CUST00231,12,2025-09-25,2025-09-23,1092.19,1094.16,On Time,Complete
PAY005185,CUST00233,1,2023-10-02,2023-10-03,1714.48,1682.18,Late,Partial
PAY005186,CUST00233,2,2023-11-02,2023-11-05,1714.48,1672.47,Late,Partial
PAY005187,CUST00233,3,2023-12-02,2023-12-02,1714.48,1768.54,On Time,Complete
PAY005188,CUST00233,4,2024-01-02,2024-01-06,1714.48,1711.37,Late,Partial
PAY005189,CUST00233,5,2024-02-02,2024-02-04,1714.48,1749.21,Late,Complete
PAY005190,CUST00233,6,2024-03-02,2024-03-04,1714.48,1673.66,Late,Partial
PAY005191,CUST00233,7,2024-04-02,2024-03-31,1714.48,1708.8,On Time,Partial
PAY005192,CUST00233,8,2024-05-02,2024-05-03,1714.48,1765.07,Late,Complete
PAY005193,CUST00233,9,2024-06-02,2024-06-04,1714.48,1634.1,Late,Partial
PAY005194,CUST00233,10,2024-07-02,2024-07-01,1714.48,1769.54,On Time,Complete
PAY005195,CUST00233,11,2024-08-02,2024-08-05,1714.48,1764.37,Late,Complete
PAY005196,CUST00233,12,2024-09-02,2024-09-03,1714.48,1668.28,Late,Partial
PAY005197,CUST00233,13,2024-10-02,2024-10-04,1714.48,1774.91,Late,Complete
PAY005198,CUST00233,14,2024-11-02,2024-11-02,1714.48,1796.39,On Time,Complete
PAY005199,CUST00233,15,2024-12-02,2024-12-02,1714.48,1654.81,On Time,Partial
PAY005200,CUST00233,16,2025-01-02,2025-01-04,1714.48,1655.62,Late,Partial
PAY005201,CUST00233,17,2025-02-02,2025-02-06,1714.48,1629.68,Late,Partial
PAY005202,CUST00233,18,2025-03-02,2025-03-01,1714.48,1701.43,On Time,Partial
PAY005203,CUST00233,19,2025-04-02,2025-04-02,1714.48,1798.98,On Time,Complete
PAY005204,CUST00233,20,2025-05-02,2025-05-02,1714.48,1637.5,On Time,Partial
PAY005205,CUST00233,21,2025-06-02,2025-06-06,1714.48,1655.55,Late,Partial
PAY005206,CUST00233,22,2025-07-02,2025-07-04,1714.48,1714.2,Late,Partial
PAY005207,CUST00233,23,2025-08-02,2025-08-06,1714.48,1796.07,Late,Complete
PAY005208,CUST00233,24,2025-09-02,2025-09-06,1714.48,1676.06,Late,Partial
PAY005209,CUST00233,25,2025-10-02,2025-10-03,1714.48,1714.63,Late,Complete
PAY005210,CUST00233,26,2025-11-02,2025-11-02,1714.48,1720.72,On Time,Complete
PAY005211,CUST00233,27,2025-12-02,2025-12-02,1714.48,1794.07,On Time,Complete
PAY005212,CUST00233,28,2026-01-02,2026-01-04,1714.48,1753.21,Late,Complete
PAY005213,CUST00233,29,2026-02-02,2026-02-04,1714.48,1766.36,Late,Complete
PAY005214,CUST00233,30,2026-03-02,2026-03-04,1714.48,1726.58,Late,Complete
PAY005215,CUST00233,31,2026-04-02,2026-04-06,1714.48,1720.91,Late,Complete
PAY005216,CUST00233,32,2026-05-02,2026-05-02,1714.48,1786.87,On Time,Complete
PAY005217,CUST00233,33,2026-06-02,2026-06-05,1714.48,1700.32,Late,Partial
PAY005218,CUST00233,34,2026-07-02,2026-07-04,1714.48,1745.27,Late,Complete
PAY005219,CUST00233,35,2026-08-02,2026-08-05,1714.48,1644.42,Late,Partial
PAY005220,CUST00233,36,2026-09-02,2026-09-06,1714.48,1765.05,Late,Complete
PAY005221,CUST00234,1,2024-05-01,2024-05-03,1621.24,1600.69,Late,Partial
PAY005222,CUST00234,2,2024-06-01,2024-05-31,1621.24,1680.95,On Time,Complete
PAY005223,CUST00234,3,2024-07-01,2024-07-04,1621.24,1607.65,Late,Partial
PAY005224,CUST00234,4,2024-08-01,2024-08-04,1621.24,1660.94,Late,Complete
PAY005225,CUST00234,5,2024-09-01,2024-09-02,1621.24,1548.3,Late,Partial
PAY005226,CUST00234,6,2024-10-01,2024-10-02,1621.24,1540.54,Late,Partial
PAY005227,CUST00234,7,2024-11-01,2024-10-31,1621.24,1701.16,On Time,Complete
PAY005228,CUST00234,8,2024-12-01,2024-12-01,1621.24,1558.11,On Time,Partial
PAY005229,CUST00234,9,2025-01-01,2025-01-03,1621.24,1584.31,Late,Partial
PAY005230,CUST00234,10,2025-02-01,2025-02-01,1621.24,1569.58,On Time,Partial
PAY005231,CUST00234,11,2025-03-01,2025-03-03,1621.24,1669.42,Late,Complete
PAY005232,CUST00234,12,2025-04-01,2025-03-31,1621.24,1616.19,On Time,Partial
PAY005233,CUST00234,13,2025-05-01,2025-05-01,1621.24,1593.88,On Time,Partial
PAY005234,CUST00234,14,2025-06-01,2025-06-03,1621.24,1614.22,Late,Partial
PAY005235,CUST00234,15,2025-07-01,2025-07-01,1621.24,1590.12,On Time,Partial
PAY005236,CUST00234,16,2025-08-01,2025-08-02,1621.24,1541.52,Late,Partial
PAY005237,CUST00234,17,2025-09-01,2025-09-01,1621.24,1640.24,On Time,Complete
PAY005238,CUST00234,18,2025-10-01,2025-09-30,1621.24,1667.09,On Time,Complete
PAY005239,CUST00234,19,2025-11-01,2025-11-03,1621.24,1685.68,Late,Complete
PAY005240,CUST00234,20,2025-12-01,2025-11-29,1621.24,1655.15,On Time,Complete
PAY005241,CUST00234,21,2026-01-01,2025-12-31,1621.24,1639.16,On Time,Complete
PAY005242,CUST00234,22,2026-02-01,2026-02-02,1621.24,1558.46,Late,Partial
PAY005243,CUST00234,23,2026-03-01,2026-03-03,1621.24,1669.7,Late,Complete
PAY005244,CUST00234,24,2026-04-01,2026-04-02,1621.24,1540.45,Late,Partial
PAY005245,CUST00235,1,2023-10-04,2023-10-07,764.01,794.2,Late,Complete
PAY005246,CUST00235,2,2023-11-04,2023-11-07,764.01,744.85,Late,Partial
PAY005247,CUST00235,3,2023-12-04,2023-12-03,764.01,739.26,On Time,Partial
PAY005248,CUST00235,4,2024-01-04,2024-01-03,764.01,796.09,On Time,Complete
PAY005249,CUST00235,5,2024-02-04,2024-02-03,764.01,793.29,On Time,Complete
PAY005250,CUST00235,6,2024-03-04,2024-03-07,764.01,798.96,Late,Complete
PAY005251,CUST00235,7,2024-04-04,2024-04-07,764.01,740.36,Late,Partial
PAY005252,CUST00235,8,2024-05-04,2024-05-02,764.01,750.75,On Time,Partial
PAY005253,CUST00235,9,2024-06-04,2024-06-04,764.01,753.35,On Time,Partial
PAY005254,CUST00235,10,2024-07-04,2024-07-08,764.01,726.57,Late,Partial
PAY005255,CUST00235,11,2024-08-04,2024-08-06,764.01,751.7,Late,Partial
PAY005256,CUST00235,12,2024-09-04,2024-09-07,764.01,757.17,Late,Partial
PAY005257,CUST00236,1,2023-08-04,2023-08-03,5032.83,4976.13,On Time,Partial
PAY005258,CUST00236,2,2023-09-04,2023-09-03,5032.83,4884.59,On Time,Partial
PAY005259,CUST00236,3,2023-10-04,2023-10-06,5032.83,5066.14,Late,Complete
PAY005260,CUST00236,4,2023-11-04,2023-11-05,5032.83,5101.62,Late,Complete
PAY005261,CUST00236,5,2023-12-04,2023-12-04,5032.83,5163.65,On Time,Complete
PAY005262,CUST00236,6,2024-01-04,2024-01-02,5032.83,5198.31,On Time,Complete
PAY005263,CUST00236,7,2024-02-04,2024-02-03,5032.83,5031.48,On Time,Partial
PAY005264,CUST00236,8,2024-03-04,2024-03-05,5032.83,4968.61,Late,Partial
PAY005265,CUST00236,9,2024-04-04,2024-04-05,5032.83,5140.55,Late,Complete
PAY005266,CUST00236,10,2024-05-04,2024-05-02,5032.83,4792.23,On Time,Partial
PAY005267,CUST00236,11,2024-06-04,2024-06-02,5032.83,5214.82,On Time,Complete
PAY005268,CUST00236,12,2024-07-04,2024-07-02,5032.83,5195.94,On Time,Complete
PAY005269,CUST00237,1,2023-10-17,2023-10-20,392.86,392.67,Late,Partial
PAY005270,CUST00237,2,2023-11-17,2023-11-21,392.86,405.53,Late,Complete
PAY005271,CUST00237,3,2023-12-17,2023-12-18,392.86,386.46,Late,Partial
PAY005272,CUST00237,4,2024-01-17,2024-01-15,392.86,392.77,On Time,Partial
PAY005273,CUST00237,5,2024-02-17,2024-02-17,392.86,407.21,On Time,Complete
PAY005274,CUST00237,6,2024-03-17,2024-03-19,392.86,386.63,Late,Partial
PAY005275,CUST00237,7,2024-04-17,2024-04-21,392.86,393.07,Late,Complete
PAY005276,CUST00237,8,2024-05-17,2024-05-20,392.86,385.39,Late,Partial
PAY005277,CUST00237,9,2024-06-17,2024-06-19,392.86,400.98,Late,Complete
PAY005278,CUST00237,10,2024-07-17,2024-07-20,392.86,404.86,Late,Complete
PAY005279,CUST00237,11,2024-08-17,2024-08-16,392.86,398.23,On Time,Complete
PAY005280,CUST00237,12,2024-09-17,2024-09-17,392.86,400.56,On Time,Complete
PAY005281,CUST00237,13,2024-10-17,2024-10-20,392.86,387.72,Late,Partial
PAY005282,CUST00237,14,2024-11-17,2024-11-18,392.86,412.3,Late,Complete
PAY005283,CUST00237,15,2024-12-17,2024-12-18,392.86,404.15,Late,Complete
PAY005284,CUST00237,16,2025-01-17,2025-01-19,392.86,408.02,Late,Complete
PAY005285,CUST00237,17,2025-02-17,2025-02-21,392.86,391.87,Late,Partial
PAY005286,CUST00237,18,2025-03-17,2025-03-21,392.86,386.43,Late,Partial
PAY005287,CUST00237,19,2025-04-17,2025-04-21,392.86,406.66,Late,Complete
PAY005288,CUST00237,20,2025-05-17,2025-05-19,392.86,412.0,Late,Complete
PAY005289,CUST00237,21,2025-06-17,2025-06-19,392.86,379.02,Late,Partial
PAY005290,CUST00237,22,2025-07-17,2025-07-18,392.86,409.51,Late,Complete
PAY005291,CUST00237,23,2025-08-17,2025-08-18,392.86,383.77,Late,Partial
PAY005292,CUST00237,24,2025-09-17,2025-09-20,392.86,394.02,Late,Complete
PAY005293,CUST00237,25,2025-10-17,2025-10-15,392.86,373.68,On Time,Partial
PAY005294,CUST00237,26,2025-11-17,2025-11-20,392.86,385.35,Late,Partial
PAY005295,CUST00237,27,2025-12-17,2025-12-16,392.86,381.87,On Time,Partial
PAY005296,CUST00237,28,2026-01-17,2026-01-20,392.86,411.56,Late,Complete
PAY005297,CUST00237,29,2026-02-17,2026-02-15,392.86,384.09,On Time,Partial
PAY005298,CUST00237,30,2026-03-17,2026-03-17,392.86,399.78,On Time,Complete
PAY005299,CUST00237,31,2026-04-17,2026-04-15,392.86,394.59,On Time,Complete
PAY005300,CUST00237,32,2026-05-17,2026-05-20,392.86,388.79,Late,Partial
PAY005301,CUST00237,33,2026-06-17,2026-06-16,392.86,408.84,On Time,Complete
PAY005302,CUST00237,34,2026-07-17,2026-07-15,392.86,390.81,On Time,Partial
PAY005303,CUST00237,35,2026-08-17,2026-08-16,392.86,388.22,On Time,Partial
PAY005304,CUST00237,36,2026-09-17,2026-09-18,392.86,406.39,Late,Complete
PAY005305,CUST00237,37,2026-10-17,2026-10-19,392.86,394.12,Late,Complete
PAY005306,CUST00237,38,2026-11-17,2026-11-20,392.86,376.31,Late,Partial
PAY005307,CUST00237,39,2026-12-17,2026-12-21,392.86,410.66,Late,Complete
PAY005308,CUST00237,40,2027-01-17,2027-01-16,392.86,396.79,On Time,Complete
PAY005309,CUST00237,41,2027-02-17,2027-02-19,392.86,405.86,Late,Complete
PAY005310,CUST00237,42,2027-03-17,2027-03-19,392.86,384.93,Late,Partial
PAY005311,CUST00237,43,2027-04-17,2027-04-19,392.86,407.18,Late,Complete
PAY005312,CUST00237,44,2027-05-17,2027-05-20,392.86,394.52,Late,Complete
PAY005313,CUST00237,45,2027-06-17,2027-06-16,392.86,405.46,On Time,Complete
PAY005314,CUST00237,46,2027-07-17,2027-07-15,392.86,390.5,On Time,Partial
PAY005315,CUST00237,47,2027-08-17,2027-08-18,392.86,388.71,Late,Partial
PAY005316,CUST00237,48,2027-09-17,2027-09-18,392.86,385.93,Late,Partial
PAY005317,CUST00237,49,2027-10-17,2027-10-21,392.86,391.09,Late,Partial
PAY005318,CUST00237,50,2027-11-17,2027-11-19,392.86,411.72,Late,Complete
PAY005319,CUST00237,51,2027-12-17,2027-12-16,392.86,378.1,On Time,Partial
PAY005320,CUST00237,52,2028-01-17,2028-01-17,392.86,406.03,On Time,Complete
PAY005321,CUST00237,53,2028-02-17,2028-02-15,392.86,380.28,On Time,Partial
PAY005322,CUST00237,54,2028-03-17,2028-03-17,392.86,412.42,On Time,Complete
PAY005323,CUST00237,55,2028-04-17,2028-04-17,392.86,410.78,On Time,Complete
PAY005324,CUST00237,56,2028-05-17,2028-05-20,392.86,395.28,Late,Complete
PAY005325,CUST00237,57,2028-06-17,2028-06-17,392.86,411.62,On Time,Complete
PAY005326,CUST00237,58,2028-07-17,2028-07-15,392.86,404.89,On Time,Complete
PAY005327,CUST00237,59,2028-08-17,2028-08-16,392.86,380.64,On Time,Partial
PAY005328,CUST00237,60,2028-09-17,2028-09-21,392.86,405.47,Late,Complete
PAY005329,CUST00238,1,2024-08-03,2024-08-04,2525.35,2533.06,Late,Complete
PAY005330,CUST00238,2,2024-09-03,2024-09-06,2525.35,2651.59,Late,Complete
PAY005331,CUST00238,3,2024-10-03,2024-10-06,2525.35,2582.56,Late,Complete
PAY005332,CUST00238,4,2024-11-03,2024-11-06,2525.35,2522.14,Late,Partial
PAY005333,CUST00238,5,2024-12-03,2024-12-04,2525.35,2514.58,Late,Partial
PAY005334,CUST00238,6,2025-01-03,2025-01-06,2525.35,2499.3,Late,Partial
PAY005335,CUST00238,7,2025-02-03,2025-02-06,2525.35,2478.14,Late,Partial
